source_id,r_med_geo,r_lo_geo,r_hi_geo,r_med_photogeo,r_lo_photogeo,r_hi_photogeo,flag,source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,target_distance
5871922507947292032,1772.459,1680.2356,1880.2909,1770.1842,1701.7865,1847.0278,10033,5871922507947292032,205.07765290606082,-57.613183920666884,0.5516408883784639,0.026197052999999998,7.621872,8.214571000000001,6.876736599999999,XX Cen,205.07768622647626,-57.613178889777096,0.5373,-4.02,-1.131,-18.1,1.9632516652887006E-8
3324535073449061504,1364.2698,1268.9244,1473.8195,1381.3569,1292.9302,1486.2235,10033,3324535073449061504,96.3041691058514,7.085697273129393,0.7140659550466487,0.05174320599999999,6.124317,6.798715,5.2864857,T Mon,96.3041656511753,7.0857114416022,0.5329999999999999,0.769,-3.194,30.7,2.9048870909572095E-8
5981406000300438016,2764.511,2629.8916,2922.2915,2728.8376,2593.8088,2913.037,10033,5981406000300438016,241.23009532876077,-51.953527284315,0.31752188454336144,0.020346707,10.565082,12.008674000000001,9.417015,TW Nor,241.2301111193874,-51.9535146576723,0.3505,-2.194,-2.835,-56.1,3.292226760953427E-8
3127142323596470144,1662.3365,1612.8878,1709.9,1666.2574,1620.2186,1717.8646,10033,3127142323596470144,99.27018871085222,3.06396219476623,0.567490686315382,0.0148260975,9.701135,10.594475,8.769544,CV Mon,99.2701869411314,3.0639656939445,0.4823,0.397,-0.7959999999999999,19.2,3.869658407229911E-8
4041690364529590144,1327.0623,1270.2435,1390.6178,1305.6534,1264.2463,1354.6617,10033,4041690364529590144,267.7181112584579,-33.705676248707995,0.7279370991149399,0.032087274,7.4897914000000005,8.513703,6.4691715,RY Sco,267.71810592978113,-33.7056696297873,0.7975,0.998,-1.48,-18.3,4.122575053850272E-8
4267397694768545920,1005.94025,973.20996,1035.6649,1005.6349,986.30115,1028.7784,10033,4267397694768545920,287.0572892395435,1.2986314478168068,0.9627292503917214,0.022391792,6.7743034,7.5821614,5.906594,TT Aql,287.05729046698764,1.2986517295272,0.8881,-0.272,-4.555,3.0,4.14911374495758E-8
5932565900081831040,2122.7068,2030.9236,2199.1633,2076.0864,2000.133,2155.1792,10033,5932565900081831040,242.83526242559228,-54.35413510060747,0.4591116031656825,0.020244818,8.623737,9.117517999999999,7.946956599999999,QZ Nor,242.835275792837,-54.3541183469166,0.4744,-1.746,-3.763,-40.34,4.1948084787920814E-8
4175017625462647168,741.1514,723.1154,760.8039,751.33765,732.99677,770.00653,10033,4175017625462647168,268.16124433488653,-6.143597122396139,1.3126031176792647,0.03618998,5.6400485,6.557958599999999,4.6863003,Y Oph,268.1612588122961,-6.143576434204401,1.3611,-3.234,-4.646,-7.2,4.452434635684862E-8
5864955727424819200,3909.086,3702.4119,4169.7925,3865.366,3631.2214,4141.4824,10033,5864955727424819200,203.495897627755,-64.05556091565754,0.2386065952421633,0.015768955,9.853758000000001,10.698315,8.964625,VW Cen,203.49595797195718,-64.0555553972233,0.22,-5.93,-1.24,-29.9,4.558550882351888E-8
5932569709575669504,2041.164,1935.1667,2155.2488,2056.5425,1949.4536,2142.9126,10033,5932569709575669504,243.32248330227355,-54.23489685835529,0.4664669468312262,0.025073968,8.036095,8.69774,7.251307000000001,V340 Nor,243.32249931578252,-54.234885652174995,0.48700000000000004,-2.099,-2.513,-40.7,4.8123591267079606E-8
1825211056159949440,2892.8816,2700.919,3059.4158,2935.3828,2758.2483,3126.0537,10033,1825211056159949440,293.80677127847923,19.202388023896862,0.2957796895240156,0.022365742999999997,8.8266,10.446804,7.660206,GY Sge,293.8067782966725,19.2024072699351,0.2361,-1.4880000000000002,-4.32,10.74,4.823435563884624E-8
5338182833266967680,3555.4543,3287.6157,3884.9336,3551.2666,3332.7354,3849.1616,10033,5338182833266967680,163.82797577819846,-60.939976495369166,0.27053058848420364,0.018355928,8.997776,9.702198,8.172882000000001,WZ Car,163.8280302258785,-60.9399864468317,0.2836,-5.944,2.23,-15.1,4.959633681869919E-8
2058374144759464064,2545.7874,2427.7375,2672.0283,2542.9983,2451.362,2646.6885,10033,2058374144759464064,301.11066128539693,34.11224946615463,0.36652193625978186,0.016361248000000002,8.587173,9.376083,7.694259599999999,CD Cyg,301.11067201953966,34.1122742376265,0.3808,-2.001,-5.562,-12.5,5.183005733949583E-8
4514145288240593408,520.95123,506.50043,536.8489,520.9257,504.5881,540.2288,10033,4514145288240593408,284.56144590723324,17.360872330389174,1.9057429081651682,0.071183674,5.170657,5.5995230000000005,4.5438147,FF Aql,284.56145092407365,17.360915441721946,1.8098,-1.068,-9.693,-15.92,5.2088308572475835E-8
1977074811892425600,2324.2769,2263.9756,2381.1375,2302.9824,2246.676,2365.927,10033,1977074811892425600,332.26206158309327,51.04584489597106,0.4085105013563146,0.012896581,9.062985000000001,9.470252,8.430667,Y Lac,332.2620830042727,51.04585643589971,0.4034,-3.022,-2.588,-22.9,5.236999276107967E-8
4085919765884068736,837.2984,822.83405,854.3135,841.9482,828.4135,857.0175,10033,4085919765884068736,282.7494724886191,-20.295252984445806,1.15155925147196,0.023719946000000002,6.5842776,7.136820299999999,5.8780894,BB Sgr,282.7494710331397,-20.2952300883022,1.2485,0.305,-5.14,6.0,5.257920152163664E-8
2007201567928631296,1961.1407,1875.8086,2050.5232,1972.448,1905.1007,2032.0295,10033,2007201567928631296,340.2172414979832,56.82945573798517,0.4865942070663286,0.020830631000000002,8.185639,8.862300999999999,7.358641,Z Lac,340.217273376758,56.829467766746205,0.4575,-3.918,-2.696,-31.4,5.4613992747530855E-8
1960981328902089088,1717.3135,1658.3333,1789.0431,1718.8657,1652.7733,1775.3441,10033,1960981328902089088,330.10475637178973,43.44535204903554,0.5554901042127909,0.018668812,8.614144,9.158546000000001,7.907371,BG Lac,330.1047786134045,43.4453693324274,0.5094,-3.638,-3.877,-18.6,5.626155599511753E-8
5332375453374624640,3250.8271,3128.139,3410.8914,3250.6545,3145.7415,3375.119,10033,5332375453374624640,178.0737807060855,-65.40418201580248,0.291540355982154,0.012110106,9.441485,10.127277000000001,8.624062,UU Mus,178.0738439257258,-65.4041835209972,0.2642,-5.912999999999999,0.32799999999999996,-15.7,5.771594599558698E-8
5864135319959353600,4174.4126,3882.9048,4569.547,3997.6868,3757.2163,4367.161,10033,5864135319959353600,204.15365781402897,-64.55831585329345,0.2272292559382683,0.018277874,9.240802,10.297581,8.212314,KN Cen,204.1537272713204,-64.5583100953996,0.1895,-6.7,-1.295,-36.5,6.057657746226003E-8
4258436301367796480,1918.4421,1832.4336,2012.3352,1913.522,1845.6313,2013.4408,10033,4258436301367796480,280.4849249780467,-4.110663124340025,0.4815933843724024,0.023749035,8.713349000000001,9.898444999999999,7.622946300000001,RU Sct,280.4849239620477,-4.1106597445629,0.4307,0.23199999999999998,-0.747,-4.9,6.234978202686228E-8
428620663657823232,1719.7101,1643.4706,1794.8153,1724.8131,1646.2584,1808.4224,10033,428620663657823232,7.494096112031733,60.21195729734145,0.5528382649246363,0.027383637000000002,8.57736,9.289058,7.7249417000000005,DL Cas,7.4941192083558,60.211963802151395,0.4222,-2.569,-1.47,-36.8,6.312200384824199E-8
5546476927338700416,1704.4205,1653.5814,1763.6166,1729.467,1673.6427,1774.4077,10033,5546476927338700416,123.26754647232931,-34.57851289631536,0.5692976604408282,0.017171014,6.638235000000001,7.594005,5.740647,RS Pup,123.2675654741407,-34.5785255102954,0.5844,-3.522,2.824,24.6,6.340319673085594E-8
2011892320749270912,3021.0815,2903.0496,3149.8704,3043.037,2890.3293,3215.1953,10033,2011892320749270912,359.53791221445465,61.21362499394714,0.30743687174558065,0.015254483000000001,10.627702000000001,11.169715,9.654716,V* CE Cas B,359.53794171918037,61.21363341481222,0.233,-3.1839999999999997,-1.8880000000000001,0.0,6.407566308133403E-8
2027951173435143680,2470.4514,2353.4011,2611.1716,2522.6309,2399.7249,2666.0154,10033,2027951173435143680,297.8787641285739,27.46020619100544,0.37293243943358745,0.021149056,6.809188000000001,7.7906747,5.8919535000000005,SV Vul,297.8787748367191,27.460232123792895,0.3729,-2.1390000000000002,-5.82,-2.0,6.630840642133468E-8
5351161399793209984,1774.6072,1733.6959,1836.7095,1765.0054,1717.7639,1813.045,10033,5351161399793209984,161.13616016360558,-57.56535723495042,0.5534810727489844,0.016717449,7.337772,8.046384,6.5352239999999995,VY Car,161.13621172057958,-57.565368338860594,0.5121,-6.212999999999999,2.4859999999999998,-1.2,6.719624209477949E-8
4155020566971108224,2127.6343,2026.816,2221.2612,2090.3257,2012.5677,2183.778,10033,4155020566971108224,278.3968141330241,-10.427258506027131,0.4246609002144652,0.020407948999999998,10.545422,11.871459,9.413391,V367 Sct,278.3968138310312,-10.4272583494121,0.4203,0.066,-0.02,-9.56,6.782562386814573E-8
5884368498528237952,1606.8076,1557.4556,1654.6416,1599.1854,1554.8884,1642.888,10033,5884368498528237952,235.58714333318545,-55.31194067495213,0.5968835045929278,0.019319529,8.493722,9.551569,7.443438,U Nor,235.5871584165174,-55.3119282681009,0.6115,-1.916,-2.787,-21.7,7.140193205039809E-8
5597327141100381568,4689.8213,4387.3247,5025.8906,4802.7627,4445.175,5227.175,10033,5597327141100381568,119.74673595271135,-29.30786248156158,0.1924762557861376,0.015733933000000002,10.147516,10.928136,9.267422,LS Pup,119.7467490297208,-29.3078769605433,0.149,-2.569,3.242,77.4,7.159843299568357E-8
5597379741549105280,3451.0537,3192.86,3794.1023,3426.8618,3145.0322,3690.4993,10033,5597379741549105280,119.59202293226323,-29.130082219324446,0.2750966729085618,0.022583577999999997,8.315241,9.253232,7.3696194,AQ Pup,119.5920363211334,-29.130093146091,0.29,-2.627,2.443,56.9,7.178991148050853E-8
5596601154188852352,3356.2163,3190.0518,3543.7212,3380.375,3194.1338,3559.284,10033,5596601154188852352,121.58947099704123,-30.096870321980546,0.2811261985145067,0.0146581745,9.638985,10.428416,8.79757,BN Pup,121.58947862115869,-30.0968800547766,0.1507,-1.4809999999999999,2.173,62.3,7.631534574985139E-8
4092905375639902464,622.91205,614.2455,631.11725,623.0255,613.54694,631.0016,10033,4092905375639902464,277.9722095156083,-19.125099857498494,1.5693084158455766,0.022430147999999997,6.4292300000000004,7.1291080000000004,5.63952,U Sgr,277.9722174202509,-19.125072980616,1.4601,-1.681,-6.03,2.2,7.693363838776764E-8
5855852527008107008,853.21484,797.93677,933.1345,859.04816,799.8652,941.9162,10033,5855852527008107008,183.195809712966,-70.15179538057423,1.1706956927919685,0.091859415,5.8812647,6.333974400000001,5.2515426,S Mus,183.19591443528358,-70.1517879094796,1.1314,-8.016,-1.6740000000000002,-1.91,7.693986929044727E-8
1857884212378132096,583.9412,568.4409,604.0974,582.34467,563.76025,598.89795,10033,1857884212378132096,312.867677061018,28.25048193690742,1.6884589957523126,0.058201324000000006,5.499797,5.828832,5.005271,T Vul,312.8676593760823,28.2505046126033,1.6738,3.4960000000000004,-5.087,-2.6,7.819825032382562E-8
4094784475310672128,1648.3367,1589.1324,1704.1075,1657.2894,1582.4962,1742.8381,10033,4094784475310672128,274.24882157138273,-19.07583147548117,0.5742031493221923,0.027733965,7.682094,8.565777,6.786536999999999,WZ Sgr,274.2488162146852,-19.075830310988,0.5131,1.145,-0.245,-18.1,8.00628741516908E-8
5302258008774271488,1254.3728,1234.9147,1279.6101,1251.6022,1226.7003,1275.8441,10033,5302258008774271488,127.18202311384256,-60.12256315648986,0.7926621151908935,0.013880393500000001,7.17335,7.650739,6.511265,V Car,127.18205930619499,-60.1225742461611,0.7603,-4.062,2.478,16.1,8.00922447960383E-8
5835124087174043136,914.3103,900.06445,930.416,912.4577,893.21246,931.78503,10033,5835124087174043136,244.71595190470399,-57.8998028272921,1.077422760007758,0.021939992999999998,6.175861,6.699772,5.503014,S Nor,244.7159638891507,-57.899792671631495,1.0616,-1.415,-2.287,5.83,8.014730793200114E-8
5308893149150949248,3654.8918,3511.3726,3824.3782,3670.7297,3493.9902,3836.6367,10033,5308893149150949248,145.29271952314517,-53.81603750377875,0.26108018898990765,0.012454911,11.1879,12.0446005,10.216908,CS Vel,145.2927539825297,-53.816050737575,0.1649,-4.573,2.96,27.53,8.067409250667065E-8
5891675303053080704,707.51666,696.3901,717.71704,709.1448,697.8849,718.831,10033,5891675303053080704,218.1377927968147,-56.88774644775937,1.3897952764909842,0.022076571,6.6370000000000005,7.228839,5.9356756,V Cen,218.13784500873717,-56.8877152155978,1.3397,-6.399,-7.031000000000001,-18.9,8.405662680892777E-8
2011892703004353792,3175.53,3049.0618,3319.5637,3150.636,3047.6094,3282.0886,10033,2011892703004353792,359.5748703666508,61.22105373310318,0.2889581656344781,0.012443939,10.724333,11.468504,9.874153999999999,CF Cas,359.57489887766263,61.2210615859875,0.2871,-3.074,-1.754,-77.8,8.582562459669865E-8
5521459979795304320,1068.8208,1051.627,1086.0969,1066.9269,1051.3828,1084.0878,10033,5521459979795304320,129.42006775171353,-47.361948684366475,0.9309187277868932,0.01592531,7.774636,8.305958,7.0528830000000005,T Vel,129.42011186955722,-47.361967317718,0.8517,-6.73,4.1739999999999995,8.0,8.662786346796684E-8
1870258975238302208,1100.0317,1074.1952,1126.1481,1099.5591,1076.2272,1123.0817,10033,1870258975238302208,310.8507623327108,35.587776506489504,0.8842386287181716,0.01992764,6.1990110000000005,6.8105884,5.4422164,X Cyg,310.8507994428975,35.5877988145533,0.8983,-6.797000000000001,-5.001,8.1,8.673158773122293E-8
1960750328384177408,1848.9453,1789.1047,1897.3995,1823.2792,1771.5153,1886.9286,10033,1960750328384177408,327.9226489646837,43.134023088866655,0.5199990112328283,0.016358558,8.745005,9.251616,8.053975,VZ Cyg,327.9226729769581,43.134038334848796,0.435,-3.9389999999999996,-3.411,-15.1,8.753615043006335E-8
2011892325047232256,3019.3435,2907.5024,3158.1353,3028.4993,2900.147,3155.9326,10033,2011892325047232256,359.53932937967767,61.21369618607262,0.3059391573773377,0.015415705,10.531953,11.083865,9.598083500000001,V* CE Cas A,359.53935957760837,61.21370333429335,0.2876,-3.262,-1.591,-79.55,8.870288319098004E-8
5329352998951582976,2442.2808,2329.6038,2552.5964,2431.7385,2332.6956,2533.3398,10033,5329352998951582976,130.91118029354817,-47.40309012410011,0.40402247453870505,0.018353475,7.7874327,8.536652,6.9291906,SW Vel,130.91121000564291,-47.403110214190995,0.2582,-4.526,4.5,22.7,9.02465138348674E-8
4267549637851481344,1920.9534,1833.8466,2009.129,1909.2179,1834.8685,1984.3947,10033,4267549637851481344,286.16423460279407,1.3061432029418725,0.4900926960360036,0.02000498,8.201151,9.052635,7.225074,SZ Aql,286.1642332964619,1.3061544494331998,0.42100000000000004,0.285,-2.512,7.0,9.098530978504447E-8
2027971514401523456,4321.807,3986.319,4647.3203,4383.6304,3987.5906,4832.07,10033,2027971514401523456,297.09917637973905,27.28648093789545,0.2051410995918394,0.0201555,8.151961,9.310813000000001,7.080046,S Vul,297.0991933718685,27.286507352649497,0.305,-3.4010000000000002,-5.922999999999999,0.0,9.142096066053883E-8
5523162573544337408,1515.3721,1467.5118,1550.9713,1522.4421,1491.3718,1560.3002,10033,5523162573544337408,129.2554000675047,-44.114653602903005,0.6519868594191308,0.016741946,6.850103,7.603860000000001,6.0226483,RZ Vel,129.2554288906621,-44.11467900816871,0.5467,-4.664,5.696000000000001,24.9,9.642469738579768E-8
5888819699572539264,1157.1332,1132.2537,1193.091,1155.3207,1124.5752,1191.5176,10033,5888819699572539264,231.15974101292744,-52.853870164993324,0.8408077446720916,0.021128751,7.213342999999999,7.864696,6.4247494000000005,GH Lup,231.1597510182531,-52.8538602488388,0.8437,-1.37,-2.251,-17.97,1.0010478175952727E-7
5355057622307185280,2649.1042,2506.511,2787.1118,2707.033,2553.376,2852.1843,10033,5355057622307185280,155.17091157354764,-55.3213803278664,0.3648658255437423,0.020607976,7.879678200000001,8.770825,6.983575999999999,RY Vel,155.1709656781108,-55.321398867851,0.61,-6.902,4.1739999999999995,-10.4,1.0903099969243062E-7
4057701830728920064,354.34995,338.5481,375.3044,353.9191,339.15915,368.6132,10033,4057701830728920064,266.89007492146686,-27.830834617754373,2.8057114280856257,0.13998193,4.327284,4.77966,3.681707,X Sgr,266.8901004177679,-27.8307913837757,3.4314,-5.0969999999999995,-9.722000000000001,-10.1,1.0912432372737992E-7
4204653587029046400,1025.0255,997.5175,1062.7339,1013.3305,978.7049,1051.3568,10033,4204653587029046400,287.08654406188765,-7.437769209883273,0.941018110586877,0.03425026,7.3527784,8.014097,6.5283446,V496 Aql,287.0865467294033,-7.437745164582799,0.9435,-0.609,-5.38,1.4,1.4765130719994954E-7
4080122796947250176,1239.9427,1153.8987,1338.7457,1256.6943,1159.2416,1344.631,10033,4080122796947250176,281.32289948317697,-20.64739456406258,0.7739499433712301,0.061608456,7.2488747,7.8091803,6.557423599999999,V350 Sgr,281.32290083774706,-20.6473810297101,0.9859,-0.27699999999999997,-3.003,11.6,1.9119547270872158E-7
1825621002188696448,774.5339,734.3863,812.42346,767.0887,736.14856,800.5015,10033,1825621002188696448,294.15720454195,20.332931472538853,1.27808101999479,0.05664703,6.700444,7.6014539999999995,5.792493,U Vul,294.1572003740139,20.332935898035604,1.053,0.9059999999999999,-0.96,-12.85,1.9812691763077517E-7
4050309195613114624,424.8084,394.4727,476.38266,428.96613,400.8533,457.6269,10033,4050309195613114624,271.25513249315395,-29.580109896712013,2.365032746876402,0.17654313,4.585245,5.014106,3.9059230000000005,W Sgr,271.25511049589767,-29.5800842264844,1.1798,4.368,-5.769,-28.04,2.846784124208048E-7
2031776202613700480,965.62244,916.3524,1019.7251,942.65906,903.1025,991.4381,10033,2031776202613700480,296.20305948513317,29.264678772203364,1.0275263756728068,0.052163765,6.798264,7.175367,6.286498,SU Cyg,296.2030685407965,29.264692818906603,1.1695,-1.8530000000000002,-3.155,-13.46,3.3655276934015606E-7
1820309639468685824,593.4437,561.86176,630.38324,599.6506,568.15967,630.17413,10033,1820309639468685824,299.005263800266,16.634763461606614,1.6673186211551927,0.11061882,5.461868,5.908135,4.816586,S Sge,299.0052559471973,16.634787854553,0.6426,1.7630000000000001,-5.428,-9.91,4.1097895952673726E-7
4757601523650165120,342.83926,328.06027,356.48358,341.40298,325.99283,357.49576,10033,4757601523650165120,83.40631067329583,-62.489769239431524,2.930785424074064,0.1391135,3.5934614999999996,4.038506,2.9889317,beta Dor,83.40630221633378,-62.489811972342395,3.1119,0.8,9.458,7.2,7.806209984590867E-7
5338359442320395904,1790.1064,1721.5673,1858.4596,1788.0231,1730.5593,1844.0667,10033,5338359442320395904,164.45072523344564,-59.7321792034435,0.5530473206963148,0.022607977,6.1576805,6.8091774,5.3387804,U Car,164.45077787433692,-59.7321889310088,0.479,-5.965,2.3680000000000003,2.1,7.97197087305669E-7
5250032958818831360,514.9684,485.9732,547.9067,509.87192,479.17358,542.4086,10033,5250032958818831360,146.31159319122628,-62.507867362460615,1.9841691082382484,0.11012618,3.4711741999999997,4.179304,2.6760826,l Car,146.31171343583338,-62.507903303888895,2.09,-12.88,8.19,2.5,1.7958528000617736E-6
3366754155291545344,326.32123,303.67032,354.31122,323.63147,298.59064,358.30106,10033,3366754155291545344,106.02717676046669,20.570294274158407,3.0729129856354085,0.21774570000000004,3.5395133000000003,3.9735370000000003,2.9866095,zeta Gem,106.02721162625,20.570298297500006,2.37,-7.29,-0.41,2.8,2.214467842276916E-6
4096107909387492992,499.34586,487.44382,518.5705,498.12283,483.88217,513.8032,10033,4096107909387492992,275.34576074155893,-18.860034027348057,1.9748058176899157,0.057989188,5.4751625,5.955813,4.789843,Y Sgr,275.34577678958334,-18.860000489722225,2.64,-3.12,-7.01,-3.2,2.723232261324594E-6
2200153454733285248,281.19427,271.47653,291.54617,279.7948,269.6562,289.163,10033,2200153454733285248,337.2928846512036,58.41520817273959,3.5550642334569478,0.14753917,3.8505998,4.2316995,3.2610846000000002,delta Cep,337.29277091,58.41519829333333,3.77,15.35,3.52,-24.0,1.0394465314881965E-5
4207681367143932800,572.11176,545.1278,604.9375,564.3042,539.94617,585.74713,10033,4207681367143932800,292.3390104415707,-7.044125973656825,1.7299832017287864,0.08748936,6.161020300000001,6.819616000000001,5.385125,U Aql,292.3390011854492,-7.044086075282463,3.63,-0.99,-9.14,-6.5,1.3605527758727395E-5
4240272953377646592,272.17056,260.8596,286.546,271.6482,258.75403,285.41626,10033,4240272953377646592,298.11824336043924,1.0056218968067914,3.671496142191913,0.19419388,3.7476714,4.282705,3.140237,eta Aql,298.11819894916664,1.0056582275,2.36,6.91,-8.21,-25.1,1.3694205652983051E-5
3435571660360952704,543.09717,511.9006,583.89545,544.1809,511.441,577.8431,10033,3435571660360952704,97.14203156464409,30.49297626134697,1.8152891042000567,0.12219129,5.3362513,5.6369534,4.8092065,RT Aur,97.14203128583334,30.49303171333333,0.0,-1.71,-15.73,20.3,1.6447972228277344E-5
6054171091399658880,4748.556,3476.3599,6642.005,6403.739,4029.2256,8312.118,10033,6054171091399658880,184.57063908215682,-63.28011877437103,0.15867440138946334,0.14514345,9.364089,10.112465,7.7866789999999995,SU Cru,184.57055480054316,-63.28015671234661,4.41,38.7,-19.98,-28.5,1.845174202662092E-4
